Subscription ID,Subscription Type,Duration (Days)
14823,monthly,1736
14820,daily,13
14821,one-off,0
14826,one-off,0
45288,yearly,1096
45289,daily,53
20108,monthly,2252
20106,monthly,1735
48677,yearly,8401
48674,daily,11
48675,daily,55
48672,monthly,2283
48670,monthly,1310
48671,one-off,0
44778,yearly,7305
44773,one-off,0
44770,daily,29
44776,daily,45
44774,yearly,6575
41052,monthly,1064
41059,daily,37
40900,daily,16
44480,daily,45
44482,yearly,6940
40904,monthly,1673
44484,yearly,7305
44487,monthly,1857
44486,yearly,8766
29707,monthly,1613
44488,monthly,853
29703,one-off,0
29701,monthly,2739
29700,one-off,0
11815,daily,23
11816,one-off,0
11810,daily,12
11811,daily,13
54222,monthly,184
11813,yearly,9496
11818,one-off,0
11819,monthly,2496
25720,monthly,122
43646,one-off,0
12892,monthly,2741
28079,monthly,1308
28076,yearly,5844
28074,daily,52
22619,daily,34
44366,daily,31
22610,daily,17
22611,yearly,12784
22615,monthly,455
26508,one-off,0
26509,yearly,10958
26500,one-off,0
26502,yearly,1826
26505,one-off,0
26506,yearly,11323
8269,yearly,4748
39168,monthly,1949
48900,daily,10
45552,yearly,2922
44369,monthly,1734
51305,yearly,5844
51306,daily,21
51307,yearly,14975
51300,yearly,8766
51302,yearly,8401
51303,one-off,0
51308,monthly,2526
8261,daily,49
25348,monthly,488
25343,yearly,9131
25346,yearly,13515
25344,one-off,0
21992,monthly,1522
21993,daily,45
21990,monthly,427
21994,daily,7
21998,daily,55
21999,monthly,2283
8881,daily,55
56333,monthly,1827
56338,monthly,1369
56339,yearly,9132
16406,yearly,5114
9489,daily,15
9488,daily,25
16400,one-off,0
9483,yearly,4748
9481,yearly,5114
9480,monthly,1004
9487,daily,53
9486,monthly,547
16408,monthly,2253
9484,daily,48
31151,daily,4
55807,yearly,4383
29645,monthly,671
32009,daily,33
9731,yearly,8036
9733,one-off,0
9732,one-off,0
53218,monthly,2132
9734,yearly,6209
9736,yearly,6940
53214,yearly,11688
9738,monthly,639
53217,yearly,4748
53213,monthly,2436
49267,monthly,334
24122,yearly,14975
24123,daily,42
24124,one-off,0
21333,daily,37
49261,monthly,822
24128,monthly,458
24129,monthly,1827
21338,yearly,10957
22979,yearly,2556
54269,monthly,1065
22974,monthly,1430
22977,daily,41
22971,daily,24
22973,yearly,12054
37043,daily,26
37041,daily,48
33744,yearly,8766
33746,daily,23
27473,monthly,2223
27472,yearly,11323
27471,yearly,11323
27476,monthly,2740
27479,yearly,10592
27478,yearly,3653
44814,monthly,2435
7575,daily,45
7574,daily,13
44810,yearly,6940
29064,daily,55
29062,daily,47
29063,monthly,731
29060,daily,46
29068,yearly,2922
29069,daily,36
23201,daily,26
23204,daily,27
23205,monthly,1888
23206,monthly,730
23208,one-off,0
34495,one-off,0
34494,daily,23
34496,yearly,8400
34490,daily,38
34499,monthly,1491
30938,one-off,0
30939,yearly,9861
30932,yearly,7670
30931,daily,3
30936,daily,15
31047,monthly,2739
31046,yearly,8036
32893,daily,11
32892,yearly,11323
32891,daily,36
53508,daily,8
32897,yearly,1826
32896,yearly,2191
32895,daily,28
32894,one-off,0
3934,daily,20
32899,yearly,6940
3931,monthly,851
3930,daily,11
3933,monthly,1247
34722,one-off,0
34721,yearly,8766
34727,one-off,0
34726,daily,25
6718,one-off,0
6719,monthly,2311
6716,monthly,2406
6715,yearly,8766
6711,yearly,8401
24464,one-off,0
24467,one-off,0
24461,one-off,0
50179,monthly,1581
24463,yearly,17532
50176,daily,3
24469,monthly,153
50171,monthly,1216
32769,one-off,0
55528,one-off,0
32760,yearly,8036
55526,yearly,6939
32762,yearly,4383
55520,yearly,5113
32767,one-off,0
32766,monthly,1400
22152,yearly,5478
22156,daily,50
22155,daily,7
46785,daily,16
21604,yearly,12784
49572,daily,9
49573,yearly,7670
46783,one-off,0
53067,yearly,15341
24474,daily,44
57438,monthly,854
5038,daily,16
5039,monthly,1371
5037,yearly,12419
5034,monthly,2010
5035,daily,20
5032,one-off,0
38589,yearly,3652
38588,yearly,6939
4430,monthly,943
4433,yearly,8035
38583,daily,45
38587,yearly,1096
38586,monthly,365
41296,one-off,0
41294,yearly,4748
41293,yearly,12419
41292,yearly,6575
41291,one-off,0
27935,yearly,2191
41298,one-off,0
39989,one-off,0
39986,monthly,1977
39987,daily,18
39982,yearly,10592
39983,one-off,0
39678,yearly,1096
39671,yearly,9497
39676,yearly,10592
39674,yearly,2557
18835,daily,30
18834,yearly,10227
18837,monthly,2496
18836,one-off,0
30585,daily,28
30584,monthly,944
30588,daily,8
7102,one-off,0
7103,daily,4
7106,monthly,546
7109,monthly,791
37789,daily,55
37608,daily,6
33588,yearly,2191
33587,monthly,2070
37603,monthly,853
37602,daily,18
33582,one-off,0
37604,yearly,1461
33580,one-off,0
37606,yearly,2922
30059,monthly,2618
30058,yearly,7671
30054,monthly,1399
30056,daily,46
58067,yearly,4748
40654,yearly,1096
40656,one-off,0
40657,monthly,2161
40652,daily,19
14776,yearly,11688
14774,monthly,2618
14772,yearly,6209
14773,one-off,0
14771,daily,9
46876,yearly,8035
14779,monthly,700
47923,one-off,0
47922,monthly,945
47921,daily,15
58061,daily,45
47926,daily,31
47924,monthly,2038
13928,monthly,151
13924,daily,5
13925,monthly,274
13922,one-off,0
5590,yearly,9132
5593,one-off,0
5592,monthly,1857
5599,one-off,0
5598,yearly,7671
38204,daily,36
38206,one-off,0
38200,daily,14
13695,yearly,5113
13692,monthly,2588
13693,daily,14
13698,monthly,1795
43358,monthly,2072
43359,monthly,1187
11203,daily,4
11202,one-off,0
11205,yearly,9862
11204,one-off,0
11206,yearly,3287
11208,daily,37
43352,daily,26
43355,yearly,6575
43356,yearly,8035
43357,monthly,1338
19072,yearly,12053
19073,monthly,2647
19070,daily,39
19071,yearly,6940
19075,monthly,1706
19078,monthly,2495
19079,one-off,0
10717,daily,24
57378,monthly,943
19697,yearly,11688
19694,yearly,9131
19695,monthly,1278
19692,monthly,2253
19693,daily,11
19691,daily,20
19698,monthly,820
19699,yearly,2922
46389,monthly,609
42409,yearly,4383
51774,yearly,12783
42401,yearly,4383
42400,monthly,611
42407,monthly,2372
51953,monthly,2373
42405,one-off,0
5901,daily,5
52329,monthly,547
17338,one-off,0
17337,monthly,609
52326,yearly,4748
52325,monthly,1767
17333,one-off,0
52322,monthly,1918
52321,monthly,668
32632,one-off,0
9133,daily,4
7927,monthly,1614
9131,monthly,762
7925,daily,28
7922,monthly,150
7923,daily,30
7920,monthly,395
7921,yearly,7670
53056,one-off,0
10647,monthly,1096
32630,monthly,2192
10642,daily,53
53053,yearly,7305
7929,yearly,3288
20809,monthly,1247
20806,yearly,10592
20805,monthly,2407
20803,one-off,0
20802,daily,24
20801,monthly,851
38491,yearly,11323
7727,yearly,7305
38492,daily,10
49719,monthly,304
46964,daily,36
49717,one-off,0
49714,monthly,1035
49715,daily,38
49712,yearly,6940
46961,yearly,10593
46962,one-off,0
46963,one-off,0
17590,monthly,396
17597,monthly,700
17596,monthly,2588
17595,daily,42
17599,monthly,609
17598,one-off,0
44528,daily,7
44529,monthly,1126
44520,yearly,15341
44521,monthly,2132
44527,yearly,5844
44525,monthly,1522
11999,daily,54
54588,monthly,153
11990,monthly,395
11993,monthly,2007
11992,monthly,577
11995,daily,53
54584,daily,49
54586,one-off,0
13179,monthly,1887
53581,daily,53
53582,daily,43
53583,daily,42
13171,monthly,1767
13170,yearly,9496
13173,one-off,0
13175,yearly,10592
13174,daily,48
13177,monthly,547
13176,monthly,699
54056,monthly,92
54055,monthly,639
54051,monthly,1614
54050,yearly,8401
54059,one-off,0
20371,one-off,0
20370,yearly,12784
20373,monthly,2131
20375,monthly,1584
20374,monthly,1492
20377,daily,20
29518,monthly,1489
29519,monthly,2677
29517,monthly,488
29515,one-off,0
29512,yearly,4748
29513,yearly,10593
29510,monthly,2008
23778,monthly,2007
23770,yearly,10227
23774,monthly,517
23776,yearly,10227
23777,daily,15
27068,yearly,11323
8683,yearly,14245
8686,yearly,5844
8687,yearly,8035
8684,daily,18
27060,yearly,13514
27061,one-off,0
27063,yearly,14610
35039,monthly,1096
50778,monthly,305
50776,monthly,1370
35032,monthly,1553
50775,yearly,15340
50770,monthly,577
35037,yearly,3653
32569,monthly,1430
32568,monthly,518
32563,daily,38
32561,one-off,0
32560,one-off,0
55722,one-off,0
32566,one-off,0
8359,monthly,2161
8352,monthly,1706
8353,one-off,0
8354,monthly,2677
8356,daily,25
22426,one-off,0
22424,one-off,0
26339,yearly,14245
26333,daily,25
26330,yearly,5479
26334,one-off,0
3603,daily,55
3602,daily,4
3601,monthly,1219
15487,monthly,1857
3605,daily,24
3609,daily,51
57765,yearly,9862
15486,yearly,1826
57760,monthly,2038
57761,monthly,2219
57762,monthly,304
55894,yearly,1096
55890,monthly,365
55891,daily,22
55892,daily,32
55893,daily,51
55899,monthly,276
52047,daily,7
52045,monthly,639
57493,one-off,0
57490,monthly,2678
57496,daily,35
57497,one-off,0
36710,yearly,11323
36711,yearly,2922
36712,daily,47
36714,one-off,0
44432,monthly,1217
36716,daily,33
21817,monthly,944
24862,daily,37
21813,monthly,1644
21812,yearly,2192
24867,yearly,11688
24866,yearly,2192
21819,one-off,0
21818,yearly,3653
44437,daily,39
14441,one-off,0
27886,one-off,0
27887,daily,50
27885,yearly,12053
27882,yearly,6575
27883,daily,46
27881,yearly,10592
9674,yearly,12419
9675,monthly,881
9676,yearly,9496
9670,monthly,1461
9672,monthly,2281
9679,yearly,7671
33749,monthly,1736
33740,daily,24
37042,daily,51
33742,monthly,2679
33743,monthly,335
37047,one-off,0
37045,one-off,0
33747,monthly,1826
30219,yearly,8766
30215,monthly,2070
49297,yearly,8035
42741,daily,17
42742,monthly,2619
35999,monthly,943
35996,one-off,0
35991,monthly,487
3384,one-off,0
3385,yearly,6574
3382,daily,34
3383,yearly,4383
3380,daily,5
3381,yearly,3653
3389,yearly,1826
4215,daily,37
4216,monthly,1887
4211,one-off,0
4210,daily,50
4213,monthly,1338
4212,yearly,9497
4219,daily,51
4218,monthly,2557
45997,monthly,2221
34020,one-off,0
34022,daily,30
34023,monthly,914
34025,one-off,0
34026,yearly,5113
34029,daily,37
30304,monthly,1157
35373,yearly,1095
35371,daily,5
35370,monthly,731
35376,one-off,0
35379,yearly,1096
35378,monthly,1370
25905,one-off,0
25906,monthly,731
25903,monthly,1066
25908,monthly,426
23433,monthly,1583
23431,monthly,2465
23437,one-off,0
23434,one-off,0
23439,yearly,6940
23438,monthly,2282
45876,yearly,7670
6109,monthly,1706
6104,yearly,6940
6103,monthly,1734
6101,daily,20
7958,yearly,1096
14282,monthly,1979
12826,one-off,0
18847,one-off,0
38468,daily,41
38469,monthly,669
38464,monthly,2314
38466,yearly,1461
38467,yearly,4748
38460,yearly,7305
38462,daily,10
10935,daily,16
56372,monthly,2130
36057,one-off,0
36056,monthly,2525
36054,yearly,10957
33263,yearly,2922
33267,one-off,0
18669,monthly,1704
18664,one-off,0
33269,monthly,426
33268,one-off,0
18660,monthly,1826
18662,daily,42
18663,monthly,761
45907,daily,3
41487,monthly,2586
41484,daily,15
45903,monthly,214
41483,monthly,2313
17901,yearly,2922
17904,monthly,2618
17906,one-off,0
41489,yearly,10958
53442,monthly,1522
29093,one-off,0
29092,one-off,0
9447,yearly,8035
44051,one-off,0
44056,one-off,0
10257,yearly,8035
44054,yearly,5114
44055,one-off,0
44058,one-off,0
44059,monthly,2496
9445,daily,23
49873,one-off,0
9444,daily,23
47888,one-off,0
47889,yearly,9132
49872,yearly,7305
47884,daily,44
47886,daily,50
54796,monthly,1126
47883,one-off,0
12990,monthly,1430
12991,yearly,8036
41738,yearly,6210
12995,yearly,10957
12998,daily,19
12999,yearly,13149
41736,yearly,7305
41737,yearly,8766
41730,monthly,1157
41731,monthly,153
41733,monthly,2250
37711,yearly,2922
40288,one-off,0
40280,daily,38
40287,one-off,0
40284,monthly,181
55846,monthly,1280
47773,yearly,6940
47771,monthly,122
47776,daily,39
47777,yearly,6209
47774,one-off,0
15418,yearly,5479
15419,one-off,0
8112,monthly,1857
6924,monthly,1826
15416,yearly,8401
8111,monthly,2496
8116,monthly,1280
8117,monthly,1277
15412,daily,28
8115,one-off,0
7711,monthly,1612
7710,monthly,760
7712,monthly,2526
7714,yearly,11323
7717,monthly,2284
7719,daily,40
7718,daily,43
28951,monthly,2679
28950,yearly,5844
28953,yearly,5113
52801,monthly,2192
28954,yearly,11688
28957,daily,45
28959,one-off,0
28958,monthly,151
13718,daily,19
6526,yearly,9862
43258,yearly,1096
13710,one-off,0
13713,yearly,4748
43251,yearly,7305
43250,one-off,0
43253,yearly,3288
43252,monthly,1096
52283,monthly,213
52288,daily,13
11410,daily,50
11412,monthly,883
11413,yearly,1826
11414,one-off,0
11417,monthly,1461
11418,one-off,0
11419,one-off,0
51888,daily,28
16296,monthly,2223
16294,yearly,17167
51883,monthly,761
16290,yearly,6940
45237,monthly,914
24342,one-off,0
24343,one-off,0
50233,monthly,1186
46028,monthly,1614
46025,monthly,550
49036,one-off,0
46027,monthly,2495
46026,one-off,0
49033,yearly,16071
46020,one-off,0
46022,monthly,306
45599,monthly,547
48348,yearly,1461
48349,yearly,7670
45594,monthly,2406
45595,daily,33
48345,monthly,1491
45591,monthly,2071
16872,one-off,0
16877,monthly,671
16874,one-off,0
16879,monthly,425
12143,one-off,0
12142,yearly,4748
42618,one-off,0
12140,monthly,2070
12147,monthly,2740
12146,monthly,2649
12145,daily,14
42611,daily,37
42616,yearly,2557
42617,yearly,8401
45042,monthly,669
45040,yearly,6940
45044,yearly,4018
45045,one-off,0
10439,yearly,4018
53628,daily,28
9309,one-off,0
29239,one-off,0
49223,yearly,10227
53621,monthly,1004
10430,monthly,854
29235,yearly,4018
9307,one-off,0
29233,one-off,0
29232,yearly,1461
29231,monthly,1857
10436,yearly,7670
21743,yearly,4383
21742,yearly,9131
21741,daily,22
54937,yearly,12053
54930,daily,27
21746,one-off,0
54932,daily,31
49694,monthly,1400
49699,monthly,2131
8969,daily,15
8968,one-off,0
8963,monthly,2496
8962,one-off,0
8961,daily,24
8965,yearly,2922
8964,monthly,700
26913,monthly,1400
26911,monthly,1614
26915,daily,3
26914,yearly,8401
49968,one-off,0
49961,one-off,0
49960,yearly,1826
49965,yearly,2191
49967,monthly,639
49966,daily,36
29496,monthly,1246
44313,monthly,611
29494,monthly,1736
29499,daily,45
29498,one-off,0
24210,monthly,760
24215,one-off,0
37293,yearly,3287
28548,monthly,1887
28549,yearly,9862
28546,yearly,3652
28540,daily,42
34222,monthly,2343
34223,one-off,0
34227,daily,28
35175,daily,14
35174,yearly,6209
35170,monthly,548
35173,daily,9
34598,yearly,1826
43457,yearly,10957
34590,one-off,0
34591,yearly,7305
34593,yearly,7670
34594,monthly,548
34595,monthly,2376
51416,daily,30
51410,monthly,761
23638,monthly,2739
23637,one-off,0
23636,one-off,0
51418,yearly,9497
51419,yearly,1096
27748,daily,39
32250,one-off,0
27745,daily,45
27744,yearly,8766
27747,yearly,12784
27746,monthly,1949
27741,yearly,8035
27743,monthly,1490
22320,monthly,2375
22323,daily,46
22324,monthly,1675
32254,monthly,487
25673,daily,28
32256,monthly,2407
25675,monthly,1734
23988,one-off,0
23983,monthly,1888
23980,one-off,0
23987,yearly,9131
23986,monthly,1218
23984,yearly,4748
27299,one-off,0
27298,daily,48
17714,daily,16
27291,one-off,0
27290,monthly,730
27296,monthly,306
27294,yearly,2191
9885,monthly,2251
9881,yearly,2191
9880,daily,4
52701,yearly,3287
9889,monthly,1279
9888,one-off,0
32338,yearly,8766
32339,monthly,1583
32330,yearly,6209
32331,daily,5
32336,daily,45
55914,one-off,0
55916,yearly,6575
22588,daily,8
22584,monthly,2496
22586,one-off,0
22581,daily,26
22582,one-off,0
38139,monthly,2710
24986,yearly,5479
24987,daily,10
25580,yearly,5113
26168,daily,49
26169,monthly,1673
25584,yearly,5113
25586,monthly,2496
25589,one-off,0
26163,yearly,2557
26161,monthly,1855
26166,one-off,0
26167,monthly,455
13783,monthly,1553
31453,monthly,914
4803,one-off,0
4804,yearly,13879
4805,one-off,0
4806,monthly,1369
4807,monthly,2677
4808,monthly,304
4809,one-off,0
57516,monthly,822
57515,yearly,4017
57514,one-off,0
57513,one-off,0
57512,yearly,8766
57511,daily,5
35716,daily,55
14129,yearly,2922
14128,yearly,12783
18466,monthly,426
14126,daily,28
14125,monthly,1431
14122,yearly,7671
14121,yearly,5113
5734,one-off,0
47297,daily,27
47296,yearly,5114
36522,monthly,1037
36520,monthly,2038
36526,monthly,151
5733,monthly,1706
5732,yearly,3653
34960,monthly,518
34965,daily,22
34964,monthly,1917
34967,yearly,16071
34968,daily,38
5739,monthly,181
15658,daily,39
15657,monthly,550
15654,monthly,1246
15655,monthly,1916
15652,yearly,8766
15651,one-off,0
41486,monthly,242
27691,monthly,1796
48174,yearly,12054
27690,monthly,1765
45905,yearly,1461
51546,monthly,2344
41482,daily,47
16863,monthly,2161
45902,one-off,0
6495,daily,54
6494,one-off,0
6496,one-off,0
6491,yearly,12784
6490,daily,49
15382,one-off,0
15383,monthly,120
51542,daily,25
27430,one-off,0
15388,yearly,6210
39324,yearly,13515
39325,yearly,7670
39320,monthly,2649
39321,daily,7
39323,daily,5
32847,yearly,4749
39328,yearly,10227
39329,one-off,0
47574,monthly,2405
47575,yearly,14610
47577,one-off,0
41488,one-off,0
47572,daily,27
47573,monthly,882
4399,yearly,8766
4391,monthly,1734
4393,yearly,8400
4394,yearly,1826
4397,yearly,4017
3196,monthly,1735
3195,yearly,14610
3192,monthly,2040
3190,monthly,1127
4026,monthly,2496
4024,monthly,122
4023,one-off,0
4029,monthly,1430
19409,monthly,1948
19408,monthly,2223
19406,yearly,5479
19405,yearly,4383
19404,daily,54
19402,one-off,0
19400,yearly,9496
57204,monthly,456
43989,daily,17
43988,one-off,0
43981,daily,41
43983,yearly,8766
43982,one-off,0
43985,monthly,1399
43986,monthly,2677
42054,yearly,3653
42055,yearly,1096
42056,monthly,1889
42052,one-off,0
42053,one-off,0
42058,yearly,13514
42059,yearly,8766
42328,monthly,2526
42329,monthly,2343
47881,one-off,0
46662,daily,45
6378,daily,46
6379,monthly,1340
6371,daily,15
6372,yearly,11323
6374,one-off,0
6375,one-off,0
6377,monthly,1796
10141,daily,41
20098,daily,41
10143,daily,5
10142,monthly,2312
10145,monthly,2435
10144,daily,47
10147,daily,14
20099,daily,28
40988,yearly,13149
40989,yearly,7305
40986,monthly,1127
40987,one-off,0
45204,yearly,13149
20090,monthly,2710
45207,daily,32
45201,yearly,5479
20091,yearly,12054
45208,yearly,11688
45209,yearly,2922
48545,daily,24
45310,yearly,6210
48547,monthly,2253
5181,daily,33
5186,daily,7
5187,monthly,427
5185,yearly,2557
5188,monthly,1826
57092,monthly,245
29969,monthly,1370
29968,yearly,11688
29963,monthly,700
29962,yearly,2557
29961,yearly,12784
29960,one-off,0
29967,yearly,11688
29966,monthly,1188
40362,yearly,4383
29964,monthly,1339
14245,monthly,1826
14243,monthly,275
14241,yearly,9862
14248,monthly,1797
5459,monthly,2741
5450,daily,44
5452,one-off,0
5453,one-off,0
11109,monthly,2465
57043,one-off,0
22938,yearly,7670
16578,one-off,0
16579,yearly,9131
16576,daily,30
21284,daily,35
54408,monthly,2434
48959,one-off,0
48958,daily,4
16572,yearly,2557
48951,monthly,1796
48957,daily,17
48956,yearly,6574
48955,monthly,425
48954,monthly,366
7694,daily,26
57044,daily,28
7692,one-off,0
19783,monthly,1979
57047,daily,3
54403,one-off,0
7522,yearly,9131
7521,yearly,11688
7527,monthly,1005
7524,yearly,10958
7528,one-off,0
7529,one-off,0
6928,monthly,1127
19367,one-off,0
19360,yearly,13149
19361,monthly,1249
6925,monthly,547
6927,yearly,5478
10972,yearly,7670
15417,yearly,4383
10974,monthly,1249
10975,daily,37
10978,monthly,122
6921,monthly,2342
16488,yearly,7305
16481,daily,21
11594,yearly,2922
43049,monthly,639
43044,yearly,7670
43045,daily,44
43046,daily,51
43040,monthly,2465
11598,daily,54
43043,yearly,16071
46278,monthly,335
46274,one-off,0
46275,daily,46
46276,daily,55
46277,monthly,608
46271,monthly,2619
56910,daily,27
56911,one-off,0
17280,monthly,730
56914,yearly,2922
56915,monthly,1857
17285,monthly,2739
17284,yearly,5844
9403,one-off,0
9402,one-off,0
9401,monthly,2587
9407,yearly,15341
9406,daily,24
11625,one-off,0
11624,monthly,2071
57066,one-off,0
11629,one-off,0
11628,daily,4
57061,one-off,0
57060,yearly,5479
24171,yearly,9497
52749,yearly,2557
17758,monthly,2252
27969,daily,24
52741,yearly,4018
52740,daily,22
17753,monthly,1216
17752,monthly,1035
27960,daily,9
27963,yearly,8036
17756,monthly,2739
53296,daily,34
53297,one-off,0
53291,yearly,12784
53292,monthly,1553
53298,yearly,5844
53299,daily,3
40961,one-off,0
20468,one-off,0
48131,monthly,1004
20460,yearly,2557
48133,monthly,121
20462,yearly,8766
20465,one-off,0
20464,daily,34
20466,yearly,9862
9311,monthly,153
37942,daily,42
37940,yearly,8035
54744,yearly,2922
37946,monthly,488
37947,yearly,8036
37944,daily,19
54740,monthly,1338
37948,yearly,8401
54749,monthly,1581
34419,yearly,2922
34415,monthly,1673
34416,daily,11
34413,one-off,0
34412,monthly,2221
24397,yearly,9131
24395,daily,44
26709,daily,24
24391,yearly,5113
50249,daily,31
26703,daily,37
50244,monthly,823
26706,daily,20
50240,daily,28
50241,daily,42
23288,yearly,15341
28731,yearly,4749
23281,monthly,182
28732,monthly,1492
23284,monthly,761
23285,daily,40
28736,yearly,4017
28775,monthly,883
51598,one-off,0
55038,yearly,9131
55039,one-off,0
32813,yearly,3287
32811,monthly,1856
32810,monthly,518
51595,monthly,882
32816,one-off,0
55030,one-off,0
51596,monthly,365
35458,daily,13
35452,monthly,457
35453,monthly,2192
35451,one-off,0
35456,daily,7
51622,one-off,0
51620,daily,52
23864,monthly,913
28779,yearly,13149
23866,monthly,2375
23860,one-off,0
51629,daily,8
23863,one-off,0
27158,daily,6
27155,monthly,2649
27151,monthly,1767
27152,yearly,9862
27153,monthly,2557
36228,daily,11
36220,one-off,0
25423,monthly,912
25426,monthly,1372
36225,daily,19
25424,one-off,0
25425,monthly,1887
18761,monthly,2222
39905,yearly,3653
39901,yearly,5844
39902,monthly,639
39903,daily,47
39908,yearly,4383
32107,yearly,8766
32101,daily,34
32102,yearly,8766
29792,monthly,1734
56076,daily,55
56072,one-off,0
56070,monthly,304
56079,monthly,1280
36488,yearly,6940
36484,daily,50
36485,daily,14
36487,yearly,8400
36481,yearly,7670
57308,monthly,700
57309,monthly,2221
37579,yearly,1826
37389,yearly,8401
33050,monthly,2282
33053,daily,33
33054,monthly,304
33055,monthly,1338
37575,one-off,0
33057,monthly,396
33780,monthly,89
41219,monthly,638
41216,daily,6
41215,yearly,2922
41212,monthly,1795
40169,monthly,2131
40167,daily,8
40164,one-off,0
40165,monthly,700
40162,monthly,640
40163,one-off,0
40160,monthly,1644
40161,daily,42
37680,monthly,2222
37683,daily,42
14084,daily,46
14086,yearly,13879
37689,monthly,2160
3229,monthly,1157
3228,yearly,6574
3224,yearly,9496
33782,monthly,181
43254,yearly,9132
38758,monthly,1461
38757,daily,11
58173,yearly,10957
38752,one-off,0
38753,one-off,0
38750,one-off,0
38751,daily,31
34889,monthly,516
30502,one-off,0
30500,daily,42
30507,daily,37
34887,monthly,2495
30505,yearly,6940
34885,one-off,0
17997,daily,46
17995,daily,27
18169,yearly,6939
5519,daily,23
5518,yearly,13880
38286,yearly,4383
38287,daily,21
38280,yearly,9861
38282,yearly,10227
38283,monthly,1706
5510,monthly,881
5512,yearly,8401
5515,one-off,0
5514,monthly,243
5516,daily,6
28340,yearly,12418
37380,monthly,642
47305,yearly,8035
47304,yearly,14610
47301,monthly,2254
15029,monthly,1004
6519,one-off,0
24110,monthly,2404
15020,monthly,1095
6512,yearly,15341
15022,monthly,1461
6515,monthly,2526
15027,monthly,2495
15026,yearly,14245
39488,daily,29
39482,one-off,0
39484,daily,30
39487,yearly,2192
39486,monthly,2647
39156,monthly,853
39153,yearly,3652
39151,daily,13
39150,yearly,10958
39159,daily,36
31360,daily,16
35862,daily,10
35861,monthly,1185
31363,daily,52
31364,one-off,0
31365,monthly,731
31366,monthly,92
31367,daily,7
35869,yearly,1461
35868,daily,48
16649,yearly,5114
19619,monthly,1673
19616,one-off,0
16641,daily,26
16642,daily,46
16643,monthly,92
19612,monthly,2040
16645,daily,30
19611,monthly,1035
12730,monthly,2070
12733,monthly,1614
12734,yearly,13149
12735,monthly,699
12736,one-off,0
57371,one-off,0
46477,monthly,2312
46474,yearly,2557
46475,one-off,0
46473,monthly,549
21136,daily,37
21137,monthly,91
43535,daily,35
43536,daily,47
43532,yearly,9862
43539,monthly,548
32780,monthly,214
36432,monthly,334
33941,monthly,2708
41972,daily,28
41973,monthly,2587
17518,yearly,2922
41976,monthly,1491
41974,daily,28
41978,one-off,0
17510,daily,46
17515,daily,55
17514,monthly,1918
13462,daily,38
13460,one-off,0
13464,monthly,1431
14787,monthly,1706
18207,one-off,0
33607,monthly,823
37387,monthly,1004
14783,daily,48
37381,yearly,2191
20668,yearly,11323
20662,daily,44
37383,monthly,669
20666,yearly,2557
20664,yearly,1096
45385,one-off,0
32784,daily,55
20004,monthly,1734
48441,monthly,2069
48440,yearly,13149
48442,monthly,2587
48445,daily,10
49690,yearly,12054
48449,daily,25
48448,daily,12
7303,daily,11
7300,yearly,7305
7301,daily,26
7304,yearly,11688
7309,daily,27
11910,monthly,2069
11913,yearly,9131
54502,one-off,0
54505,monthly,1036
54504,monthly,1522
11916,daily,28
54509,monthly,304
4478,monthly,2465
36267,daily,47
36261,yearly,7305
8608,daily,38
30553,one-off,0
15928,yearly,1826
34877,yearly,8766
15926,daily,34
8601,daily,42
15920,daily,21
30555,monthly,2100
30556,daily,31
34874,yearly,2922
8194,one-off,0
11007,daily,40
28244,one-off,0
11005,monthly,397
11004,daily,25
50998,yearly,3653
50992,one-off,0
50993,daily,5
50990,one-off,0
50996,monthly,2009
50997,monthly,823
50995,daily,49
51021,yearly,5114
51020,daily,40
51023,monthly,457
51024,one-off,0
51027,one-off,0
51028,daily,29
28865,yearly,1096
28864,monthly,1007
28867,one-off,0
28866,monthly,456
28861,monthly,1583
28863,yearly,2557
46024,yearly,2922
49792,monthly,791
28869,monthly,730
6892,monthly,2191
6894,daily,16
25152,daily,29
25150,daily,25
25156,yearly,5479
25157,monthly,2588
25154,yearly,2557
25155,monthly,1400
25158,yearly,2557
25159,yearly,16071
21898,yearly,2922
21895,daily,45
21893,yearly,4018
21892,monthly,2406
10835,monthly,517
56270,daily,13
10837,monthly,1675
10831,monthly,1826
56274,yearly,8036
56276,yearly,9132
56278,daily,35
45597,yearly,6209
16363,yearly,2922
16361,daily,41
16360,one-off,0
16367,daily,18
16366,daily,26
16369,daily,41
16368,one-off,0
53310,monthly,547
53312,daily,15
53315,yearly,9132
53314,monthly,2738
53317,one-off,0
29409,monthly,1339
49182,yearly,1096
21271,monthly,365
21270,one-off,0
21277,yearly,4018
21275,monthly,2222
21274,one-off,0
21279,monthly,2680
21278,one-off,0
56891,monthly,274
46693,one-off,0
49458,yearly,7670
49451,daily,53
49454,monthly,335
49457,monthly,2038
49456,monthly,2404
40802,yearly,12419
36976,monthly,1188
36970,yearly,8036
36972,monthly,882
44381,one-off,0
58368,yearly,8401
3309,yearly,1826
3306,one-off,0
58363,one-off,0
58362,daily,44
58365,one-off,0
3303,daily,45
58366,yearly,4383
29387,yearly,5479
29386,monthly,1308
29385,one-off,0
29384,monthly,1187
15565,daily,16
23129,one-off,0
23125,yearly,16071
23127,monthly,2041
23126,monthly,2527
23121,yearly,8766
23123,yearly,6209
23122,daily,26
